Handle,Title,Body (HTML),Vendor,Type,Tags,Published,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Option3 Name,Option3 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / AdWords Grouping,Google Shopping / AdWords Labels,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Variant Image,Variant Weight Unit
poppy-red-silk-scarf-gold-plate-lapis-studs-afghanistan,Poppy Red Silk Scarf + Gold plate Lapis Studs - Afghanistan,"<p><em>This is a demonstration store. You can purchase this product from <a href=""http://www.farandwidecollective.com/"" target=""_blank"">Far &amp; Wide Collective</a></em></p><p><strong>Artisans: Saleh Fine Silks and Shugufa Yousofzai</strong></p>
<p>The perfect gift set for the holidays - our bestselling silk scarves and studs from Afghanistan are available for a limited time for a special price.</p>
<p>Scarf:</p>
<p><em>• 100% silk - dry clean only.</em> <br><em>• Dimensions: 190cm x 65cm.</em></p>
<p>Studs:</p>
<p><em>• Dimensions: approximately .5"" (1.3cm) d.</em></p>",Saleh Fine Silks,Scarves,,TRUE,Title,Default Title,,,,,"j2100122af, a3320402af",800,shopify,2,deny,manual,145,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0720/4417/products/Poppy_Red_Silk_Scarf_Gold_Plate_Lapis_Studs.jpeg?v=1419279605,,FALSE,,,,,,,,,,,,,,,,,kg
poppy-red-silk-scarf-gold-plate-lapis-studs-afghanistan,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0720/4417/products/Women_Poppy_Red_Silk_Scarf.jpeg?v=1419279605,,,,,,,,,,,,,,,,,,,
poppy-red-silk-scarf-gold-plate-lapis-studs-afghanistan,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0720/4417/products/Gold_Plate_Lapis_Studs.jpeg?v=1419279605,,,,,,,,,,,,,,,,,,,
poppy-red-silk-scarf-gold-plate-lapis-studs-afghanistan,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0720/4417/products/Women_with_Gold_Plate_Lapis_Studs.jpeg?v=1419279605,,,,,,,,,,,,,,,,,,,
indian-scarf-poppy-and-grape-kantha,Poppy and Grape Kantha Scarf - India,"<p><em>This is a demonstration store. You can purchase this product from <a href=""http://www.farandwidecollective.com/"" target=""_blank"">Far &amp; Wide Collective</a></em></p><p><strong>Artisan: House of Wandering Silk</strong><br><br>Made from vintage silk saris, this patterned scarf in shades of red and purple is quilted with a simple running stitch – a technique called “kantha.” Each kantha scarf is one-of-a-kind boasting unique patterns and a mix of both bright and earthy complementary colours. <br><br>Kantha is still the most popular form of embroidery practiced by rural women in the West Bengal State of India. The stitching work can be done in the privacy of the home allowing even women from conservative families to participate.<br><br><em>• 100% silk – dry clean only.</em><br><em>• Dimensions: 200cm x 45cm.</em></p>
<div><em> </em></div>",House of Wandering Silk,Scarves,"accessories, ethical, House of Wandering Silk, India, kantha, recycled, scarves, silk, sustainable",TRUE,Title,Default Title,,,,,a3314404in,400,shopify,0,deny,manual,89,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0720/4417/products/poppy_grape_indian_kantha_scarf.jpeg?v=1419279632,poppy grape indian kantha scarf,FALSE,,"Discover our unique Indian kantha scarves from our partner House of Wandering Silk. Made from vintage silk saris, each scarf is hand-stitched and one-of-a-kind.",,,,,,,,,,,,,,,kg
indian-scarf-poppy-and-grape-kantha,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0720/4417/products/indian_kantha_scarves_b3c8fa5c-233e-4b96-979b-af736e0c9e56.jpeg?v=1419279632,Indian kantha scarves,,,,,,,,,,,,,,,,,,
pink-and-blue-kantha-scarf-india,Pink and Blue Kantha Scarf - India,"<p><em>This is a demonstration store. You can purchase this product from <a href=""http://www.farandwidecollective.com/"" target=""_blank"">Far &amp; Wide Collective</a></em></p><p><strong>Artisan: House of Wandering Silk</strong><br><br>Made from vintage silk saris, this patterned scarf in bright pink and blue is quilted with a simple running stitch – a technique called “kantha.” Each kantha scarf is one-of-a-kind boasting unique patterns and a mix of both bright and earthy complementary colours. <br><br>Kantha is still the most popular form of embroidery practiced by rural women in the West Bengal State of India. The stitching work can be done in the privacy of the home allowing even women from conservative families to participate.<br><br><em>• 100% silk - dry clean only.</em><br><em>• Dimensions: 200cm x 45cm.</em></p>",House of Wandering Silk,Scarves,"accessories, House of Wandering Silk, India, scarves, silk",TRUE,Title,Default Title,,,,,a3314924in,400,shopify,0,deny,manual,89,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0720/4417/products/HOWS_M-007.jpeg?v=1419279710,,FALSE,,,,,,,,,,,,,,,,,kg
pink-and-blue-kantha-scarf-india,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0720/4417/products/13039FAW_PRO_BAN_ScarfGroup1_446_large_fb361d80-f10e-42c1-8e99-1110e36d8133.jpeg?v=1419279710,,,,,,,,,,,,,,,,,,,
indian-scarf-peach-and-purple-kantha,Peach and Purple Kantha Scarf - India,"<p><em>This is a demonstration store. You can purchase this product from <a href=""http://www.farandwidecollective.com/"" target=""_blank"">Far &amp; Wide Collective</a></em></p><p><strong>Artisan: House of Wandering Silk</strong><br><br>Made from vintage silk saris, this patterned scarf in shades of peach and purple is quilted with a simple running stitch – a technique called “kantha.” Each kantha scarf is one-of-a-kind boasting unique patterns and a mix of both bright and earthy complementary colours. <br><br>Kantha is still the most popular form of embroidery practiced by rural women in the West Bengal State of India. The stitching work can be done in the privacy of the home allowing even women from conservative families to participate.<br><br><em>• 100% silk – dry clean only.</em><br><em>• Dimensions: 200cm x 45cm.</em></p>
<div><em> </em></div>",House of Wandering Silk,Scarves,"accessories, ethical, House of Wandering Silk, India, kantha, recycled, scarves, silk, sustainable",TRUE,Title,Default Title,,,,,a3314316in,400,shopify,1,deny,manual,89,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0720/4417/products/peach_purple_indian_kantha_scarf.jpeg?v=1419279754,peach purple indian kantha scarf,FALSE,,"Discover our unique Indian kantha scarves from our partner House of Wandering Silk. Made from vintage silk saris, each scarf is hand-stitched and one-of-a-kind.",,,,,,,,,,,,,,,kg
indian-scarf-peach-and-purple-kantha,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0720/4417/products/indian_kantha_scarves_bbf6222c-2396-482b-be8e-db7361f4efdf.jpeg?v=1419279754,indian kantha scarves,,,,,,,,,,,,,,,,,,
indian-scarf-pale-yellow-kantha,Pale Yellow Kantha Scarf - India,"<p><em>This is a demonstration store. You can purchase this product from <a href=""http://www.farandwidecollective.com/"" target=""_blank"">Far &amp; Wide Collective</a></em></p><p><strong>Artisan: House of Wandering Silk</strong><br><br>Made from vintage silk saris, this patterned scarf in pale yellow is quilted with a simple running stitch – a technique called “kantha.” Each kantha scarf is one-of-a-kind boasting unique patterns and a mix of both bright and earthy complementary colours. <br><br>Kantha is still the most popular form of embroidery practiced by rural women in the West Bengal State of India. The stitching work can be done in the privacy of the home allowing even women from conservative families to participate.<br><br><em>• 100% silk – dry clean only.</em><br><em>• Dimensions: 200cm x 45cm.</em></p>
<div><em> </em></div>",House of Wandering Silk,Scarves,"accessories, House of Wandering Silk, India, kantha, recycled, scarves, sustainable",TRUE,Title,Default Title,,,,,a3314204in,400,shopify,0,deny,manual,89,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0720/4417/products/pale_yellow_indian_kantha_scarf.jpeg?v=1419279771,pale yellow indian kantha scarf,FALSE,,"Discover our unique Indian kantha scarves from our partner House of Wandering Silk. Made from vintage silk saris, each scarf is hand-stitched and one-of-a-kind.",,,,,,,,,,,,,,,kg
indian-scarf-pale-yellow-kantha,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0720/4417/products/indian_kantha_scarves_3f1608c1-f540-4b66-bf14-d423670fb42f.jpeg?v=1419279771,indian kantha scarves,,,,,,,,,,,,,,,,,,
pale-blue-silk-scarf-afghanistan,Pale Blue Silk Scarf - Afghanistan,"<p><em>This is a demonstration store. You can purchase this product from <a href=""http://www.farandwidecollective.com/"" target=""_blank"">Far &amp; Wide Collective</a></em></p><p><strong>Artisan: Saleh Fine Silks</strong></p>
<p>This handwoven, pure silk scarf in pale blue is exquisitely soft to touch and very lightweight. It is perfect for travelling and can dress up an outfit for any occasion.</p>
<p>Saleh tries to buy silk from Afghanistan but silk production was severely affected during the civil war and under Taliban rule when the mulberry orchards, home to the silk worms, were cut down or destroyed. Today silk weavers like Saleh are forced to buy in some silk from Pakistan and China at inflated prices. Although there are still as many as 36 silk workshops in Herat, home to the traditional Afghan silk industry, there are only three workshops left in Kabul today. </p>
<p><em>• 100% silk - dry clean only.</em> <br><em>• Dimensions: 190cm x 65cm.</em></p>",Saleh Fine Silks,Scarves,"Afghanistan, pale blue, Saleh Fine Silks, scarves, silk",TRUE,Title,Default Title,,,,,a3320604af,400,shopify,16,deny,manual,49,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0720/4417/products/13038FAW_PRO_ScarfA_M.jpeg?v=1419279783,,FALSE,,,,,,,,,,,,,,,,,kg
pale-blue-silk-scarf-afghanistan,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0720/4417/products/13039FAW_PRO_SQ_Scarf1_096.jpeg?v=1419279783,,,,,,,,,,,,,,,,,,,
indian-scarf-orchid-kantha,Orchid Kantha Scarf - India,"<p><em>This is a demonstration store. You can purchase this product from <a href=""http://www.farandwidecollective.com/"" target=""_blank"">Far &amp; Wide Collective</a></em></p><p><strong>Artisan: House of Wandering Silk</strong><br><br>Made from vintage silk saris, this patterned scarf in shades of burgundy is quilted with a simple running stitch – a technique called “kantha.” Each kantha scarf is one-of-a-kind boasting unique patterns and a mix of both bright and earthy complementary colours. <br><br>Kantha is still the most popular form of embroidery practiced by rural women in the West Bengal State of India. The stitching work can be done in the privacy of the home allowing even women from conservative families to participate.<br><br><em>• 100% silk – dry clean only.</em><br><em>• Dimensions: 200cm x 45cm.</em></p>
<div><em> </em></div>",House of Wandering Silk,Scarves,"accessories, ethical, House of Wandering Silk, India, kantha, recycled, scarves, silk, sustainable",TRUE,Title,Default Title,,,,,a3314515in,400,shopify,1,deny,manual,89,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0720/4417/products/orchid_indian_kantha_scarf.jpeg?v=1419279788,orchid Indian kantha scarf,FALSE,,"Discover our unique Indian kantha scarves from our partner House of Wandering Silk. Made from vintage silk saris, each scarf is hand-stitched and one-of-a-kind.",,,,,,,,,,,,,,,kg
indian-scarf-orchid-kantha,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0720/4417/products/indian_kantha_scarves_acefda53-746e-49e6-91f7-6e52157d8259.jpeg?v=1419279788,Indian kantha scarves,,,,,,,,,,,,,,,,,,
orange-chundri-scarf,Orange Chundri Scarf - Pakistan,"<p><em>This is a demonstration store. You can purchase this product from <a href=""http://www.farandwidecollective.com/"" target=""_blank"">Far &amp; Wide Collective</a></em></p><p><strong>Artisan: Nasreen Ismail </strong><br><br>Handmade using 100% Pakistani cotton, this patterned scarf in shades of orange has been hand-dyed to give it a unique finish. It is extremely lightweight and great for traveling. <br><br>Pakistan has a large textile industry and weaving and dyeing are skills that have been passed on for many generations in Pakistani families.<br><br><em>•   </em><em>200cm x 80cm (appear smaller)<br></em><em>•   Hand wash in cold water. Twirl and tie while drying.</em></p>",Nasreen Ismail,Scarves,"Nasreen Ismail, Pakistan, scarves",TRUE,Title,Default Title,,,,,a3210300pa,200,shopify,5,deny,manual,45,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0720/4417/products/a3210300pa_504.jpeg?v=1419279819,,FALSE,,,,,,,,,,,,,,,,,kg
orange-chundri-scarf,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0720/4417/products/13015FAW_PRO_Scarf3.jpeg?v=1419279819,,,,,,,,,,,,,,,,,,,
indian-scarf-orange-and-marine-kantha,Orange and Marine Kantha Scarf - India,"<p><em>This is a demonstration store. You can purchase this product from <a href=""http://www.farandwidecollective.com/"" target=""_blank"">Far &amp; Wide Collective</a></em></p><p><strong>Artisan: House of Wandering Silk</strong><br><br>Made from vintage silk saris, this patterned scarf in orange and blue is quilted with a simple running stitch – a technique called “kantha.” Each kantha scarf is one-of-a-kind boasting unique patterns and a mix of both bright and earthy complementary colours. <br><br>Kantha is still the most popular form of embroidery practiced by rural women in the West Bengal State of India. The stitching work can be done in the privacy of the home allowing even women from conservative families to participate.<br><br><em>• 100% silk – dry clean only.</em><br><em>• Dimensions: 200cm x 45cm.</em></p>",House of Wandering Silk,Scarves,"accessories, ethical, House of Wandering Silk, India, kantha, recycled, scarves, silk, sustainable",TRUE,Title,Default Title,,,,,a3314301in,400,shopify,1,deny,manual,89,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0720/4417/products/orange_marine_indian_kantha_scarf.jpeg?v=1419279830,orange marine indian kantha scarf,FALSE,,"Discover our unique Indian kantha scarves from our partner House of Wandering Silk. Made from vintage silk saris, each scarf is hand-stitched and one-of-a-kind.",,,,,,,,,,,,,,,kg
indian-scarf-orange-and-marine-kantha,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0720/4417/products/indian_kantha_scarves_5c5ccc92-260d-4dda-9170-327eecffc783.jpeg?v=1419279830,indian kantha scarves,,,,,,,,,,,,,,,,,,
old-rose-chundri-scarves,Old Rose Chundri Scarf - Pakistan,"<p><em>This is a demonstration store. You can purchase this product from <a href=""http://www.farandwidecollective.com/"" target=""_blank"">Far &amp; Wide Collective</a></em></p><p><strong>Artisan: Nasreen Ismail</strong><br><br>Handmade using 100% Pakistani cotton, this patterned scarf in shades of old rose has been hand-dyed to give it a unique finish. It is extremely lightweight and great for traveling. <br><br>Pakistan has a large textile industry and weaving and dyeing are skills that have been passed on for many generations in Pakistani families.<br><br><em>•   </em><em>200cm x 80cm (appear smaller)<br></em><em>•   Hand wash in cold water. Twirl and tie while drying.</em></p>",Nasreen Ismail,Scarves,"Nasreen Ismail, Pakistan, scarves",TRUE,Title,Default Title,,,,,a3210911pa,200,shopify,10,deny,manual,45,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0720/4417/products/a3210911pa_522.jpeg?v=1419279845,,FALSE,,,,,,,,,,,,,,,,,kg
old-rose-chundri-scarves,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0720/4417/products/13015FAW_PRO_Scarf4.jpeg?v=1419279845,,,,,,,,,,,,,,,,,,,
indian-scarf-midnight-kantha,Midnight Kantha Scarf - India,"<p><em>This is a demonstration store. You can purchase this product from <a href=""http://www.farandwidecollective.com/"" target=""_blank"">Far &amp; Wide Collective</a></em></p><p><strong>Artisan: House of Wandering Silk</strong><br><br>Made from vintage silk saris, this patterned scarf in black and pink is quilted with a simple running stitch – a technique called “kantha.” Each kantha scarf is one-of-a-kind boasting unique patterns and a mix of both bright and earthy complementary colours. <br><br>Kantha is still the most popular form of embroidery practiced by rural women in the West Bengal State of India. The stitching work can be done in the privacy of the home allowing even women from conservative families to participate.<br><br><em>• 100% silk – dry clean only.</em><br><em>• Dimensions: 200cm x 45cm.</em></p>",House of Wandering Silk,Scarves,"House of Wandering Silk, India, kantha, recycled, silk",TRUE,Title,Default Title,,,,,a3314150in,400,shopify,1,deny,manual,89,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0720/4417/products/midnight_Indian_kantha_scarf.jpeg?v=1419279910,midnight Indian kantha scarf,FALSE,,"Discover our unique Indian kantha scarves from our partner House of Wandering Silk. Made from vintage silk saris, each scarf is hand-stitched and one-of-a-kind.",,,,,,,,,,,,,,,kg
indian-scarf-midnight-kantha,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0720/4417/products/indian_kantha_scarves_f9f776c3-e6a9-43c3-9f24-ba95ed2c728e.jpeg?v=1419279910,Indian kantha scarves,,,,,,,,,,,,,,,,,,
light-beige-silk-scarf-afghanistan,Light Beige Silk Scarf - Afghanistan,"<p><em>This is a demonstration store. You can purchase this product from <a href=""http://www.farandwidecollective.com/"" target=""_blank"">Far &amp; Wide Collective</a></em></p><p>
  <strong>Artisan: Saleh Fine Silks</strong>
</p>
<p>This handwoven, pure silk scarf in light beige is exquisitely soft to touch and very lightweight. It is perfect for travelling and can dress up an outfit for any occasion.</p>
<p>Saleh tries to buy silk from Afghanistan but silk production was severely affected during the civil war and under Taliban rule when the mulberry orchards, home to the silk worms, were cut down or destroyed. Today silk weavers like Saleh are forced to buy in some silk from Pakistan and China at inflated prices. Although there are still as many as 36 silk workshops in Herat, home to the traditional Afghan silk industry, there are only three workshops left in Kabul today. </p>
<p>
  <em>• 100% silk - dry clean only.</em>
  <br><em>• Dimensions: 190cm x 65cm.</em>
</p>",Saleh Fine Silks,Scarves,"accessories, Afghanistan, light beige, Saleh Fine Silks, scarves, silk",TRUE,Title,Default Title,,,,,a3320801af,400,shopify,18,deny,manual,49,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0720/4417/products/13038FAW_PRO_ScarfB_046.jpeg?v=1419280032,,FALSE,,,,,,,,,,,,,,,,,kg
light-beige-silk-scarf-afghanistan,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0720/4417/products/13039FAW_PRO_SQ_Scarf5_113.jpeg?v=1419280032,,,,,,,,,,,,,,,,,,,
soft-purple-kantha-scarf-india,Large Soft Purple Kantha Scarf - India,"<p><em>This is a demonstration store. You can purchase this product from <a href=""http://www.farandwidecollective.com/"" target=""_blank"">Far &amp; Wide Collective</a></em></p><p><strong>Artisan: House of Wandering Silk</strong><br><br>Made from vintage silk saris, this patterned scarf in soft purple hues is quilted with a simple running stitch – a technique called “kantha.” Each kantha scarf is one-of-a-kind boasting unique patterns and a mix of both bright and earthy complementary colours. <br><br>Kantha is still the most popular form of embroidery practiced by rural women in the West Bengal State of India. The stitching work can be done in the privacy of the home allowing even women from conservative families to participate.<br><br><em>• 100% silk - dry clean only.</em><br><em>• Dimensions: 200cm x 100cm.</em><br><br><br></p>",House of Wandering Silk,Scarves,"accessories, House of Wandering Silk, India, scarves, silk",TRUE,Title,Default Title,,,,,a3315500in,400,shopify,0,deny,manual,129,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0720/4417/products/L-001.jpeg?v=1419280057,,FALSE,,,,,,,,,,,,,,,,,kg
grass-and-cranberry-kantha-scarf-india,Grass and Cranberry Kantha Scarf - India,"<p><em>This is a demonstration store. You can purchase this product from <a href=""http://www.farandwidecollective.com/"" target=""_blank"">Far &amp; Wide Collective</a></em></p><p><strong>Artisan: House of Wandering Silk</strong><br><br>Made from vintage silk saris, this patterned scarf in lively hues of green and pink is quilted with a simple running stitch – a technique called “kantha.” Each kantha scarf is one-of-a-kind boasting unique patterns and a mix of both bright and earthy complementary colours. <br><br>Kantha is still the most popular form of embroidery practiced by rural women in the West Bengal State of India. The stitching work can be done in the privacy of the home allowing even women from conservative families to participate.<br><br><em>• 100% silk – dry clean only.</em><br><em>• Dimensions: 200cm x 45cm.</em></p>",House of Wandering Silk,Scarves,"accessories, House of Wandering Silk, India, scarves, silk",TRUE,Title,Default Title,,,,,a3314714in,400,shopify,1,deny,manual,89,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0720/4417/products/grasscranberry_copy.jpeg?v=1419280207,,FALSE,,,,,,,,,,,,,,,,,kg
grass-and-cranberry-kantha-scarf-india,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0720/4417/products/13039FAW_PRO_BAN_ScarfGroup1_446square_7539c341-42b9-4796-93c4-b17ee1a07fe6.jpeg?v=1419280207,,,,,,,,,,,,,,,,,,,
